,Unnamed: 0,run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.val_MAE,metrics.loss,metrics.val_MSE,metrics.test_MSE,metrics.val_RMSE,metrics.mse,metrics.test_MAE,metrics.test_RMSE,metrics.best_val_RMSE,params.shuffle,params.opt_beta_1,params.opt_learning_rate,params.opt_epsilon,params.kernel_weight,params.opt_decay,params.sample_weight,params.kernel_regularizer,params.validation_batch_size,params.steps_per_epoch,params.class_weight,params.use_multiprocessing,params.opt_name,params.opt_amsgrad,params.learning_rate,params.num_units,params.epochs,params.validation_steps,params.workers,params.max_queue_size,params.batch_size,params.validation_split,params.activation,params.num_layers,params.validation_freq,params.initial_epoch,params.opt_beta_2,tags.mlflow.log-model.history,tags.mlflow.source.type,tags.mlflow.source.name,tags.mlflow.user,tags.mlflow.source.git.commit,tags.mlflow.parentRunId,tags.best_run,tags.mlflow.runName
421,421,7b2641c720134bb7a8c8b722d191cf66,1,FINISHED,./mlruns/1/7b2641c720134bb7a8c8b722d191cf66/artifacts,2022-04-05 10:28:00.691000+00:00,2022-04-05 10:28:23.117000+00:00,0.45095754,8.119546890258789,0.20795739,0.20326114,0.6715337,0.2208088636398315,0.44398585,0.66632265,,True,0.9,0.001,1e-07,0.0079432823472428,0.0,None,l1,None,None,None,False,Adam,False,0.001,31.0,1.0,None,1.0,10.0,None,0.0,softmax,8.0,1.0,0.0,0.999,"[{""run_id"": ""7b2641c720134bb7a8c8b722d191cf66"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:28:14.998534"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""197c42d7a457428aaedd97d264df7c62""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
422,422,3556d7ae045a46d1beb3736c2674cd16,1,FINISHED,./mlruns/1/3556d7ae045a46d1beb3736c2674cd16/artifacts,2022-04-05 10:27:45.829000+00:00,2022-04-05 10:28:05.236000+00:00,0.33021498,0.5128897428512573,0.16351523,0.16551831,0.5746434,0.1652255207300186,0.3253029,0.5703533,,True,0.9,0.0001,1e-07,6.309573444801917e-09,0.0,None,l1,None,None,None,False,Adam,False,0.0001,118.0,1.0,None,1.0,10.0,None,0.0,sigmoid,6.0,1.0,0.0,0.999,"[{""run_id"": ""3556d7ae045a46d1beb3736c2674cd16"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:27:58.802727"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""8640487c77a544a8a19e33a9fd503c02""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
423,423,9cf6d945138d4e77bf3f5ea020078a9f,1,FINISHED,./mlruns/1/9cf6d945138d4e77bf3f5ea020078a9f/artifacts,2022-04-05 10:27:37.697000+00:00,2022-04-05 10:27:56.069000+00:00,0.32350075,2.4029088020324707,0.16778487,0.16713555,0.56877124,0.1814747750759124,0.30686656,0.5539554,,True,0.9,0.1,1e-07,6.30957344480193e-07,0.0,None,l2,None,None,None,False,Adam,False,0.1,69.0,1.0,None,1.0,10.0,None,0.0,relu,5.0,1.0,0.0,0.999,"[{""run_id"": ""9cf6d945138d4e77bf3f5ea020078a9f"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:27:47.883438"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""3b7856e6100f451bb0b40c2ae7d62144""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
424,424,c3a17b8d092147d19259b6a58669f013,1,FINISHED,./mlruns/1/c3a17b8d092147d19259b6a58669f013/artifacts,2022-04-05 10:27:24.579000+00:00,2022-04-05 10:27:41.454000+00:00,0.43967777,0.6333323121070862,0.20038357,0.19502787,0.663082,0.2203526496887207,0.43092686,0.6564502,,True,0.9,0.001,1e-07,1.584893192461111e-10,0.0,None,l2,None,None,None,False,Adam,False,0.001,23.0,1.0,None,1.0,10.0,None,0.0,softmax,3.0,1.0,0.0,0.999,"[{""run_id"": ""c3a17b8d092147d19259b6a58669f013"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:27:35.424821"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""4a7402e4f9d14b82b60290a4efe1a417""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
425,425,977ff14270084019a5a2d47d5850b08a,1,FINISHED,./mlruns/1/977ff14270084019a5a2d47d5850b08a/artifacts,2022-04-05 10:27:00.589000+00:00,2022-04-05 10:27:33.779000+00:00,0.3087193,1.0738450288772583,0.16484155,0.16585079,0.55562514,0.1671574711799621,0.34275898,0.5854562,,True,0.9,0.1,1e-07,0.0001258925411794,0.0,None,l1,None,None,None,False,Adam,False,0.1,124.0,1.0,None,1.0,10.0,None,0.0,softmax,15.0,1.0,0.0,0.999,"[{""run_id"": ""977ff14270084019a5a2d47d5850b08a"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:27:24.027308"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""2ee4358ec5484554b47db9c02f24fda9""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
426,426,a2f6275b5b72467599c3a2661640b378,1,FINISHED,./mlruns/1/a2f6275b5b72467599c3a2661640b378/artifacts,2022-04-05 10:26:46.329000+00:00,2022-04-05 10:27:19.993000+00:00,0.43748116,0.6608310341835022,0.19947049,0.20314959,0.66142356,0.2338400781154632,0.4438173,0.6661961,,True,0.9,0.001,1e-07,3.981071705534969e-07,0.0,None,l1,None,None,None,False,Adam,False,0.001,11.0,1.0,None,1.0,10.0,None,0.0,softmax,14.0,1.0,0.0,0.999,"[{""run_id"": ""a2f6275b5b72467599c3a2661640b378"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:27:08.880558"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""d70bcecee18b49ceb7e238deb5e4d8a5""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
427,427,deafb973f63543d8adad94db45935e98,1,FINISHED,./mlruns/1/deafb973f63543d8adad94db45935e98/artifacts,2022-04-05 10:26:37.246000+00:00,2022-04-05 10:26:56.568000+00:00,0.3270519,0.5265263319015503,0.16588312,0.16558069,0.5718845,0.169171005487442,0.33793953,0.58132565,,True,0.9,0.01,1e-07,5.011872336272713e-10,0.0,None,l1,None,None,None,False,Adam,False,0.01,83.0,1.0,None,1.0,10.0,None,0.0,sigmoid,7.0,1.0,0.0,0.999,"[{""run_id"": ""deafb973f63543d8adad94db45935e98"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:26:48.447855"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""900962e558ea4ea585ebe64f65e52930""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
428,428,fd12eb81366f4be29296cc6bfab2cff5,1,FINISHED,./mlruns/1/fd12eb81366f4be29296cc6bfab2cff5/artifacts,2022-04-05 10:26:25.360000+00:00,2022-04-05 10:26:42.104000+00:00,0.32960784,0.5286113023757935,0.16333774,0.16543293,0.57411486,0.1711666733026504,0.33107015,0.57538694,,True,0.9,0.01,1e-07,5.011872336272725e-05,0.0,None,l2,None,None,None,False,Adam,False,0.01,73.0,1.0,None,1.0,10.0,None,0.0,softmax,6.0,1.0,0.0,0.999,"[{""run_id"": ""fd12eb81366f4be29296cc6bfab2cff5"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:26:35.588257"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""4f6291910b9c40ec8b43b4bb3f9eb672""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
429,429,aca093547b9646888f749878bf685dd7,1,FINISHED,./mlruns/1/aca093547b9646888f749878bf685dd7/artifacts,2022-04-05 10:26:06.099000+00:00,2022-04-05 10:26:33.161000+00:00,0.4927076,0.8242079019546509,0.24287234,0.23926435,0.70193136,0.242582693696022,0.4889003,0.69921404,,True,0.9,0.0001,1e-07,0.0001258925411794,0.0,None,l2,None,None,None,False,Adam,False,0.0001,112.0,1.0,None,1.0,10.0,None,0.0,softmax,11.0,1.0,0.0,0.999,"[{""run_id"": ""aca093547b9646888f749878bf685dd7"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:26:24.639537"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""69b90f7998534cf7a99ef08f0e28ca1c""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
430,430,3d51a3c8afa245798f2d342481bb3c55,1,FINISHED,./mlruns/1/3d51a3c8afa245798f2d342481bb3c55/artifacts,2022-04-05 10:25:39.935000+00:00,2022-04-05 10:26:20.977000+00:00,0.4943575,0.6848801970481873,0.24447222,0.24107552,0.7031056,0.2445422410964965,0.4908265,0.7005901,,True,0.9,0.0001,1e-07,1.2589254117941664e-07,0.0,None,l1,None,None,None,False,Adam,False,0.0001,110.0,1.0,None,1.0,10.0,None,0.0,softmax,20.0,1.0,0.0,0.999,"[{""run_id"": ""3d51a3c8afa245798f2d342481bb3c55"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:26:08.559514"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""85ac07aa94274f7f89323e054c75f1c5""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
431,431,739cfb3347dd4a1ca36023e138730ce8,1,FINISHED,./mlruns/1/739cfb3347dd4a1ca36023e138730ce8/artifacts,2022-04-05 10:25:35.914000+00:00,2022-04-05 10:26:01.552000+00:00,0.32799244,0.8223391771316528,0.176076,0.16597964,0.5727062,0.1794762164354324,0.31726602,0.5632637,,True,0.9,0.1,1e-07,0.0001258925411794,0.0,None,l1,None,None,None,False,Adam,False,0.1,18.0,1.0,None,1.0,10.0,None,0.0,tanh,11.0,1.0,0.0,0.999,"[{""run_id"": ""739cfb3347dd4a1ca36023e138730ce8"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:25:51.449777"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""6558d89fe46e4af38a626bb820ad7cf6""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
432,432,ba4999a8e24243f3b2ff1ce0aefea735,1,FINISHED,./mlruns/1/ba4999a8e24243f3b2ff1ce0aefea735/artifacts,2022-04-05 10:24:59.592000+00:00,2022-04-05 10:25:35.974000+00:00,0.33162376,0.5169364809989929,0.16482115,0.1654705,0.57586783,0.1658792644739151,0.32731134,0.5721113,,True,0.9,0.001,1e-07,1.584893192461111e-07,0.0,None,l1,None,None,None,False,Adam,False,0.001,103.0,1.0,None,1.0,10.0,None,0.0,sigmoid,16.0,1.0,0.0,0.999,"[{""run_id"": ""ba4999a8e24243f3b2ff1ce0aefea735"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:25:28.428159"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""237db316d4854df8886024a457f96c61""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
433,433,8a1044d8f48e49ddbb674fb89eb3a91c,1,FINISHED,./mlruns/1/8a1044d8f48e49ddbb674fb89eb3a91c/artifacts,2022-04-05 10:24:57.667000+00:00,2022-04-05 10:25:31.663000+00:00,0.33762184,0.6967616677284241,0.18778549,0.2144842,0.58105236,0.1929188221693039,0.45967665,0.6779946,,True,0.9,0.1,1e-07,5.011872336272714e-08,0.0,None,l2,None,None,None,False,Adam,False,0.1,92.0,1.0,None,1.0,10.0,None,0.0,sigmoid,16.0,1.0,0.0,0.999,"[{""run_id"": ""8a1044d8f48e49ddbb674fb89eb3a91c"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:25:20.655938"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""7e08f5deb51347e9aa86d516274da076""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
434,434,60b37fc891cd4d44971d80932509634e,1,FINISHED,./mlruns/1/60b37fc891cd4d44971d80932509634e/artifacts,2022-04-05 10:24:27.322000+00:00,2022-04-05 10:24:55.591000+00:00,0.32688263,0.5304533243179321,0.16338289,0.16548118,0.5717365,0.1729967892169952,0.32682917,0.5716897,,True,0.9,0.01,1e-07,6.309573444801917e-09,0.0,None,l1,None,None,None,False,Adam,False,0.01,127.0,1.0,None,1.0,10.0,None,0.0,softmax,6.0,1.0,0.0,0.999,"[{""run_id"": ""60b37fc891cd4d44971d80932509634e"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:24:47.146623"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""589d032710a24c609a7c1d43f762a4ff""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
435,435,0fe8d5879fb844ae87b936f592ac8490,1,FINISHED,./mlruns/1/0fe8d5879fb844ae87b936f592ac8490/artifacts,2022-04-05 10:24:25.397000+00:00,2022-04-05 10:24:53.194000+00:00,0.3353379,6.872698783874512,0.16186613,0.16351205,0.5790837,0.2012199610471725,0.3290255,0.57360744,,True,0.9,0.0001,1e-07,0.0063095734448019,0.0,None,l2,None,None,None,False,Adam,False,0.0001,104.0,1.0,None,1.0,10.0,None,0.0,relu,10.0,1.0,0.0,0.999,"[{""run_id"": ""0fe8d5879fb844ae87b936f592ac8490"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:24:45.138998"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""a61c0f999f944a23b0372a86dba1dfec""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
436,436,c9b406b559e84c78a4365c904a92ea27,1,FINISHED,./mlruns/1/c9b406b559e84c78a4365c904a92ea27/artifacts,2022-04-05 10:24:09.245000+00:00,2022-04-05 10:24:23.264000+00:00,0.48679948,0.6822264790534973,0.23735023,0.23645955,0.69771016,0.2441807389259338,0.48588145,0.69705194,,True,0.9,0.0001,1e-07,5.011872336272715e-06,0.0,None,l2,None,None,None,False,Adam,False,0.0001,85.0,1.0,None,1.0,10.0,None,0.0,softmax,1.0,1.0,0.0,0.999,"[{""run_id"": ""c9b406b559e84c78a4365c904a92ea27"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:24:17.846614"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""4c276f94d64344249e653eed6f9f4317""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
437,437,3771c6f572764ecda463a9202fae0cd5,1,FINISHED,./mlruns/1/3771c6f572764ecda463a9202fae0cd5/artifacts,2022-04-05 10:23:59.224000+00:00,2022-04-05 10:24:20.847000+00:00,0.3212957,0.5269094109535217,0.1687641,0.16854553,0.5668295,0.1696834564208984,0.3633136,0.602755,,True,0.9,0.1,1e-07,1.258925411794166e-06,0.0,None,l2,None,None,None,False,Adam,False,0.1,6.0,1.0,None,1.0,10.0,None,0.0,tanh,11.0,1.0,0.0,0.999,"[{""run_id"": ""3771c6f572764ecda463a9202fae0cd5"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:24:11.578146"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""915c863239044bcea0d457b4f274639c""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
438,438,0397938c19d445ddb262286d6ae9d496,1,FINISHED,./mlruns/1/0397938c19d445ddb262286d6ae9d496/artifacts,2022-04-05 10:23:50.119000+00:00,2022-04-05 10:24:05.232000+00:00,0.49233854,0.8174449801445007,0.24259444,0.23802856,0.7016684,0.2413191348314285,0.4875729,0.6982642,,True,0.9,0.0001,1e-07,0.0005011872336272,0.0,None,l2,None,None,None,False,Adam,False,0.0001,66.0,1.0,None,1.0,10.0,None,0.0,softmax,4.0,1.0,0.0,0.999,"[{""run_id"": ""0397938c19d445ddb262286d6ae9d496"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:23:58.861163"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""4c10a6e959ff4c318b11ea4141f6c8c8""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
439,439,8e026595ca684c849c0bb5443fb7d68c,1,FINISHED,./mlruns/1/8e026595ca684c849c0bb5443fb7d68c/artifacts,2022-04-05 10:23:41.106000+00:00,2022-04-05 10:23:55.139000+00:00,0.50065064,0.6725021600723267,0.25111604,0.23546746,0.7075667,0.23964224755764,0.48478666,0.69626623,,True,0.9,0.0001,1e-07,1.258925411794166e-06,0.0,None,l2,None,None,None,False,Adam,False,0.0001,21.0,1.0,None,1.0,10.0,None,0.0,softmax,2.0,1.0,0.0,0.999,"[{""run_id"": ""8e026595ca684c849c0bb5443fb7d68c"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:23:49.002526"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""a7d64cb1a67e41edabeed52cb4ecc958""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
440,440,37f7fc4d9c6a41b2a8ce322f0edf4d73,1,FINISHED,./mlruns/1/37f7fc4d9c6a41b2a8ce322f0edf4d73/artifacts,2022-04-05 10:23:27.860000+00:00,2022-04-05 10:23:46.014000+00:00,0.3281232,0.5167445540428162,0.16517393,0.16548467,0.5728204,0.1662091165781021,0.326673,0.5715532,,True,0.9,0.1,1e-07,1.584893192461111e-08,0.0,None,l1,None,None,None,False,Adam,False,0.1,23.0,1.0,None,1.0,10.0,None,0.0,softmax,5.0,1.0,0.0,0.999,"[{""run_id"": ""37f7fc4d9c6a41b2a8ce322f0edf4d73"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:23:39.578735"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""6f5a87a034cf4872b1202d0501af0442""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
441,441,6e534ab60f5a4182beaec072d7724484,1,FINISHED,./mlruns/1/6e534ab60f5a4182beaec072d7724484/artifacts,2022-04-05 10:23:09.939000+00:00,2022-04-05 10:23:36.952000+00:00,0.38951024,2.0640759468078613,0.21325314,0.20728374,0.62410754,0.2430967986583709,0.21188301,0.4603075,,True,0.9,0.1,1e-07,7.943282347242805e-06,0.0,None,l2,None,None,None,False,Adam,False,0.1,118.0,1.0,None,1.0,10.0,None,0.0,tanh,14.0,1.0,0.0,0.999,"[{""run_id"": ""6e534ab60f5a4182beaec072d7724484"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:23:27.119575"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""c7ee631289044569adb500c6133dc230""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
442,442,cd4be0017e14468c8950fa6b5be14a8f,1,FINISHED,./mlruns/1/cd4be0017e14468c8950fa6b5be14a8f/artifacts,2022-04-05 10:22:41.782000+00:00,2022-04-05 10:23:23.347000+00:00,0.3057121,0.5468443036079407,0.16273546,0.1681325,0.55291235,0.1668972373008728,0.3006456,0.5483116,,True,0.9,0.01,1e-07,1.2589254117941662e-10,0.0,None,l1,None,None,None,False,Adam,False,0.01,70.0,1.0,None,1.0,10.0,None,0.0,relu,20.0,1.0,0.0,0.999,"[{""run_id"": ""cd4be0017e14468c8950fa6b5be14a8f"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:23:11.713777"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""07c06005417547119f72abca8779b67e""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
443,443,0fdccb1cea3a4a4d92901b8e19f72ece,1,FINISHED,./mlruns/1/0fdccb1cea3a4a4d92901b8e19f72ece/artifacts,2022-04-05 10:22:32.579000+00:00,2022-04-05 10:23:05.894000+00:00,0.3133556,0.9803626537322998,0.16993089,0.17457907,0.55978173,0.183957040309906,0.27524057,0.52463377,,True,0.9,0.01,1e-07,0.0001995262314968,0.0,None,l2,None,None,None,False,Adam,False,0.01,90.0,1.0,None,1.0,10.0,None,0.0,tanh,18.0,1.0,0.0,0.999,"[{""run_id"": ""0fdccb1cea3a4a4d92901b8e19f72ece"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 10:22:55.548479"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""87e342f8de17480dae5f0cbf0ac81b7a""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
